"date","ticker","shares","closing_price","portfolio_value","received_dividends","name","portfolio"
"2020-11-30","LMT",130,"365.00","47450.00","338.00","Lockheed Martin Corporation","Portfolio Joshua"
"2020-12-01","LMT",130,"364.99","47448.70","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2020-12-02","LMT",130,"361.36","46976.80","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2020-12-03","LMT",130,"362.03","47063.90","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2020-12-04","LMT",130,"366.61","47659.30","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2020-12-05","LMT",130,"366.61","47659.30","0","Lockheed Martin Corporation","Portfolio Joshua"
"2020-12-06","LMT",130,"366.61","47659.30","0","Lockheed Martin Corporation","Portfolio Joshua"
"2020-12-07","LMT",130,"362.13","47076.90","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2020-12-08","LMT",130,"359.23","46699.90","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2020-12-09","LMT",130,"361.35","46975.50","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2020-12-10","LMT",130,"355.39","46200.70","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2020-12-11","LMT",130,"361.71","47022.30","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2020-12-12","LMT",130,"361.71","47022.30","0","Lockheed Martin Corporation","Portfolio Joshua"
"2020-12-13","LMT",130,"361.71","47022.30","0","Lockheed Martin Corporation","Portfolio Joshua"
"2020-12-14","LMT",130,"357.66","46495.80","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2020-12-15","LMT",130,"357.57","46484.10","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2020-12-16","LMT",130,"354.57","46094.10","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2020-12-17","LMT",130,"352.60","45838.00","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2020-12-18","LMT",130,"356.03","46283.90","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2020-12-19","LMT",130,"356.03","46283.90","0","Lockheed Martin Corporation","Portfolio Joshua"
"2020-12-20","LMT",130,"356.03","46283.90","0","Lockheed Martin Corporation","Portfolio Joshua"
"2020-12-21","LMT",130,"349.35","45415.50","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2020-12-22","LMT",130,"347.92","45229.60","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2020-12-23","LMT",130,"351.60","45708.00","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2020-12-24","LMT",130,"351.97","45756.10","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2020-12-25","LMT",130,"351.97","45756.10","0","Lockheed Martin Corporation","Portfolio Joshua"
"2020-12-26","LMT",130,"351.97","45756.10","0","Lockheed Martin Corporation","Portfolio Joshua"
"2020-12-27","LMT",130,"351.97","45756.10","0","Lockheed Martin Corporation","Portfolio Joshua"
"2020-12-28","LMT",130,"354.18","46043.40","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2020-12-29","LMT",130,"353.90","46007.00","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2020-12-30","LMT",130,"354.16","46040.80","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2020-12-31","LMT",130,"354.98","46147.40","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-01-01","LMT",130,"354.98","46147.40","0","Lockheed Martin Corporation","Portfolio Joshua"
"2021-01-02","LMT",130,"354.98","46147.40","0","Lockheed Martin Corporation","Portfolio Joshua"
"2021-01-03","LMT",130,"354.98","46147.40","0","Lockheed Martin Corporation","Portfolio Joshua"
"2021-01-04","LMT",130,"344.64","44803.20","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-01-05","LMT",130,"348.79","45342.70","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-01-06","LMT",130,"348.03","45243.90","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-01-07","LMT",130,"342.55","44531.50","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-01-08","LMT",130,"336.10","43693.00","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-01-09","LMT",130,"336.10","43693.00","0","Lockheed Martin Corporation","Portfolio Joshua"
"2021-01-10","LMT",130,"336.10","43693.00","0","Lockheed Martin Corporation","Portfolio Joshua"
"2021-01-11","LMT",130,"337.68","43898.40","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-01-12","LMT",130,"341.85","44440.50","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-01-13","LMT",130,"345.49","44913.70","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-01-14","LMT",130,"347.44","45167.20","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-01-15","LMT",130,"347.27","45145.10","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-01-16","LMT",130,"347.27","45145.10","0","Lockheed Martin Corporation","Portfolio Joshua"
"2021-01-17","LMT",130,"347.27","45145.10","0","Lockheed Martin Corporation","Portfolio Joshua"
"2021-01-18","LMT",130,"347.27","45145.10","0","Lockheed Martin Corporation","Portfolio Joshua"
"2021-01-19","LMT",130,"341.50","44395.00","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-01-20","LMT",130,"341.67","44417.10","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-01-21","LMT",130,"339.67","44157.10","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-01-22","LMT",130,"339.88","44184.40","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-01-23","LMT",130,"339.88","44184.40","0","Lockheed Martin Corporation","Portfolio Joshua"
"2021-01-24","LMT",130,"339.88","44184.40","0","Lockheed Martin Corporation","Portfolio Joshua"
"2021-01-25","LMT",130,"343.51","44656.30","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-01-26","LMT",130,"330.69","42989.70","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-01-27","LMT",130,"332.51","43226.30","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-01-28","LMT",130,"327.93","42630.90","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-01-29","LMT",130,"321.82","41836.60","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-01-30","LMT",130,"321.82","41836.60","0","Lockheed Martin Corporation","Portfolio Joshua"
"2021-01-31","LMT",130,"321.82","41836.60","0","Lockheed Martin Corporation","Portfolio Joshua"
"2021-02-01","LMT",130,"324.03","42123.90","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-02-02","LMT",130,"332.70","43251.00","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-02-03","LMT",130,"332.39","43210.70","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-02-04","LMT",130,"337.23","43839.90","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-02-05","LMT",130,"337.04","43815.20","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-02-06","LMT",130,"337.04","43815.20","0","Lockheed Martin Corporation","Portfolio Joshua"
"2021-02-07","LMT",130,"337.04","43815.20","0","Lockheed Martin Corporation","Portfolio Joshua"
"2021-02-08","LMT",130,"337.84","43919.20","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-02-09","LMT",130,"342.34","44504.20","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-02-10","LMT",130,"342.19","44484.70","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-02-11","LMT",130,"339.14","44088.20","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-02-12","LMT",130,"337.73","43904.90","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-02-13","LMT",130,"337.73","43904.90","0","Lockheed Martin Corporation","Portfolio Joshua"
"2021-02-14","LMT",130,"337.73","43904.90","0","Lockheed Martin Corporation","Portfolio Joshua"
"2021-02-15","LMT",130,"337.73","43904.90","0","Lockheed Martin Corporation","Portfolio Joshua"
"2021-02-16","LMT",130,"335.03","43553.90","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-02-17","LMT",130,"337.00","43810.00","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-02-18","LMT",130,"337.92","43929.60","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-02-19","LMT",130,"335.42","43604.60","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-02-20","LMT",130,"335.42","43604.60","0","Lockheed Martin Corporation","Portfolio Joshua"
"2021-02-21","LMT",130,"335.42","43604.60","0","Lockheed Martin Corporation","Portfolio Joshua"
"2021-02-22","LMT",130,"340.47","44261.10","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-02-23","LMT",130,"346.23","45009.90","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-02-24","LMT",130,"346.53","45048.90","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-02-25","LMT",130,"341.69","44419.70","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-02-26","LMT",130,"330.25","42932.50","338.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-02-27","LMT",130,"330.25","42932.50","0","Lockheed Martin Corporation","Portfolio Joshua"
"2021-02-28","LMT",130,"330.25","42932.50","0","Lockheed Martin Corporation","Portfolio Joshua"
"2021-03-01","LMT",130,"333.47","43351.10","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-03-02","LMT",130,"338.59","44016.70","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-03-03","LMT",130,"340.91","44318.30","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-03-04","LMT",130,"338.25","43972.50","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-03-05","LMT",130,"340.43","44255.90","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-03-06","LMT",130,"340.43","44255.90","0","Lockheed Martin Corporation","Portfolio Joshua"
"2021-03-07","LMT",130,"340.43","44255.90","0","Lockheed Martin Corporation","Portfolio Joshua"
"2021-03-08","LMT",130,"341.45","44388.50","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-03-09","LMT",130,"337.50","43875.00","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-03-10","LMT",130,"340.84","44309.20","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-03-11","LMT",130,"339.73","44164.90","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-03-12","LMT",130,"340.19","44224.70","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-03-13","LMT",130,"340.19","44224.70","0","Lockheed Martin Corporation","Portfolio Joshua"
"2021-03-14","LMT",130,"340.19","44224.70","0","Lockheed Martin Corporation","Portfolio Joshua"
"2021-03-15","LMT",130,"346.41","45033.30","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-03-16","LMT",130,"347.13","45126.90","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-03-17","LMT",130,"351.02","45632.60","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-03-18","LMT",130,"358.45","46598.50","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-03-19","LMT",130,"355.07","46159.10","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-03-20","LMT",130,"355.07","46159.10","0","Lockheed Martin Corporation","Portfolio Joshua"
"2021-03-21","LMT",130,"355.07","46159.10","0","Lockheed Martin Corporation","Portfolio Joshua"
"2021-03-22","LMT",130,"357.66","46495.80","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-03-23","LMT",130,"353.61","45969.30","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-03-24","LMT",130,"356.12","46295.60","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-03-25","LMT",130,"361.22","46958.60","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-03-26","LMT",130,"364.71","47412.30","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-03-27","LMT",130,"364.71","47412.30","0","Lockheed Martin Corporation","Portfolio Joshua"
"2021-03-28","LMT",130,"364.71","47412.30","0","Lockheed Martin Corporation","Portfolio Joshua"
"2021-03-29","LMT",130,"372.79","48462.70","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-03-30","LMT",130,"370.54","48170.20","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-03-31","LMT",130,"369.50","48035.00","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-04-01","LMT",130,"371.02","48232.60","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-04-02","LMT",130,"371.02","48232.60","0","Lockheed Martin Corporation","Portfolio Joshua"
"2021-04-03","LMT",130,"371.02","48232.60","0","Lockheed Martin Corporation","Portfolio Joshua"
"2021-04-04","LMT",130,"371.02","48232.60","0","Lockheed Martin Corporation","Portfolio Joshua"
"2021-04-05","LMT",130,"378.75","49237.50","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-04-06","LMT",130,"378.97","49266.10","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-04-07","LMT",130,"380.19","49424.70","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-04-08","LMT",130,"386.02","50182.60","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-04-09","LMT",130,"386.23","50209.90","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-04-10","LMT",130,"386.23","50209.90","0","Lockheed Martin Corporation","Portfolio Joshua"
"2021-04-11","LMT",130,"386.23","50209.90","0","Lockheed Martin Corporation","Portfolio Joshua"
"2021-04-12","LMT",130,"387.85","50420.50","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-04-13","LMT",130,"387.11","50324.30","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-04-14","LMT",130,"388.67","50527.10","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-04-15","LMT",130,"390.63","50781.90","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-04-16","LMT",130,"391.81","50935.30","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-04-17","LMT",130,"391.81","50935.30","0","Lockheed Martin Corporation","Portfolio Joshua"
"2021-04-18","LMT",130,"391.81","50935.30","0","Lockheed Martin Corporation","Portfolio Joshua"
"2021-04-19","LMT",130,"391.73","50924.90","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-04-20","LMT",130,"387.33","50352.90","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-04-21","LMT",130,"387.24","50341.20","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-04-22","LMT",130,"380.09","49411.70","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-04-23","LMT",130,"377.29","49047.70","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-04-24","LMT",130,"377.29","49047.70","0","Lockheed Martin Corporation","Portfolio Joshua"
"2021-04-25","LMT",130,"377.29","49047.70","0","Lockheed Martin Corporation","Portfolio Joshua"
"2021-04-26","LMT",130,"371.98","48357.40","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-04-27","LMT",130,"373.22","48518.60","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-04-28","LMT",130,"372.94","48482.20","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-04-29","LMT",130,"380.35","49445.50","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-04-30","LMT",130,"380.56","49472.80","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-05-01","LMT",130,"380.56","49472.80","0","Lockheed Martin Corporation","Portfolio Joshua"
"2021-05-02","LMT",130,"380.56","49472.80","0","Lockheed Martin Corporation","Portfolio Joshua"
"2021-05-03","LMT",130,"385.31","50090.30","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-05-04","LMT",130,"387.48","50372.40","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-05-05","LMT",130,"386.37","50228.10","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-05-06","LMT",130,"387.34","50354.20","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-05-07","LMT",130,"390.34","50744.20","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-05-08","LMT",130,"390.34","50744.20","0","Lockheed Martin Corporation","Portfolio Joshua"
"2021-05-09","LMT",130,"390.34","50744.20","0","Lockheed Martin Corporation","Portfolio Joshua"
"2021-05-10","LMT",130,"393.14","51108.20","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-05-11","LMT",130,"387.82","50416.60","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-05-12","LMT",130,"380.62","49480.60","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-05-13","LMT",130,"387.77","50410.10","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-05-14","LMT",130,"390.78","50801.40","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-05-15","LMT",130,"390.78","50801.40","0","Lockheed Martin Corporation","Portfolio Joshua"
"2021-05-16","LMT",130,"390.78","50801.40","0","Lockheed Martin Corporation","Portfolio Joshua"
"2021-05-17","LMT",130,"391.12","50845.60","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-05-18","LMT",130,"387.22","50338.60","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-05-19","LMT",130,"385.54","50120.20","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-05-20","LMT",130,"388.32","50481.60","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-05-21","LMT",130,"387.22","50338.60","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-05-22","LMT",130,"387.22","50338.60","0","Lockheed Martin Corporation","Portfolio Joshua"
"2021-05-23","LMT",130,"387.22","50338.60","0","Lockheed Martin Corporation","Portfolio Joshua"
"2021-05-24","LMT",130,"387.71","50402.30","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-05-25","LMT",130,"385.85","50160.50","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-05-26","LMT",130,"384.13","49936.90","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-05-27","LMT",130,"387.39","50360.70","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-05-28","LMT",130,"382.20","49686.00","338.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-05-29","LMT",130,"382.20","49686.00","0","Lockheed Martin Corporation","Portfolio Joshua"
"2021-05-30","LMT",130,"382.20","49686.00","0","Lockheed Martin Corporation","Portfolio Joshua"
"2021-05-31","LMT",130,"382.20","49686.00","0","Lockheed Martin Corporation","Portfolio Joshua"
"2021-06-01","LMT",130,"381.92","49649.60","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-06-02","LMT",130,"385.09","50061.70","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-06-03","LMT",130,"387.35","50355.50","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-06-04","LMT",130,"394.10","51233.00","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-06-05","LMT",130,"394.10","51233.00","0","Lockheed Martin Corporation","Portfolio Joshua"
"2021-06-06","LMT",130,"394.10","51233.00","0","Lockheed Martin Corporation","Portfolio Joshua"
"2021-06-07","LMT",130,"391.51","50896.30","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-06-08","LMT",130,"388.53","50508.90","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-06-09","LMT",130,"386.80","50284.00","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-06-10","LMT",130,"387.72","50403.60","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-06-11","LMT",130,"387.72","50403.60","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-06-12","LMT",130,"387.72","50403.60","0","Lockheed Martin Corporation","Portfolio Joshua"
"2021-06-13","LMT",130,"387.72","50403.60","0","Lockheed Martin Corporation","Portfolio Joshua"
"2021-06-14","LMT",130,"389.11","50584.30","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-06-15","LMT",130,"389.80","50674.00","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-06-16","LMT",130,"383.60","49868.00","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-06-17","LMT",130,"382.90","49777.00","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-06-18","LMT",130,"379.19","49294.70","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-06-19","LMT",130,"379.19","49294.70","0","Lockheed Martin Corporation","Portfolio Joshua"
"2021-06-20","LMT",130,"379.19","49294.70","0","Lockheed Martin Corporation","Portfolio Joshua"
"2021-06-21","LMT",130,"382.50","49725.00","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-06-22","LMT",130,"382.48","49722.40","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-06-23","LMT",130,"377.33","49052.90","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-06-24","LMT",130,"377.73","49104.90","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-06-25","LMT",130,"382.01","49661.30","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-06-26","LMT",130,"382.01","49661.30","0","Lockheed Martin Corporation","Portfolio Joshua"
"2021-06-27","LMT",130,"382.01","49661.30","0","Lockheed Martin Corporation","Portfolio Joshua"
"2021-06-28","LMT",130,"380.07","49409.10","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-06-29","LMT",130,"373.42","48544.60","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-06-30","LMT",130,"378.35","49185.50","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-07-01","LMT",130,"380.22","49428.60","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-07-02","LMT",130,"381.49","49593.70","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-07-03","LMT",130,"381.49","49593.70","0","Lockheed Martin Corporation","Portfolio Joshua"
"2021-07-04","LMT",130,"381.49","49593.70","0","Lockheed Martin Corporation","Portfolio Joshua"
"2021-07-05","LMT",130,"381.49","49593.70","0","Lockheed Martin Corporation","Portfolio Joshua"
"2021-07-06","LMT",130,"378.67","49227.10","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-07-07","LMT",130,"383.48","49852.40","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-07-08","LMT",130,"379.92","49389.60","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-07-09","LMT",130,"383.11","49804.30","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-07-10","LMT",130,"383.11","49804.30","0","Lockheed Martin Corporation","Portfolio Joshua"
"2021-07-11","LMT",130,"383.11","49804.30","0","Lockheed Martin Corporation","Portfolio Joshua"
"2021-07-12","LMT",130,"379.07","49279.10","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-07-13","LMT",130,"377.84","49119.20","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-07-14","LMT",130,"376.82","48986.60","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-07-15","LMT",130,"378.25","49172.50","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-07-16","LMT",130,"377.14","49028.20","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-07-17","LMT",130,"377.14","49028.20","0","Lockheed Martin Corporation","Portfolio Joshua"
"2021-07-18","LMT",130,"377.14","49028.20","0","Lockheed Martin Corporation","Portfolio Joshua"
"2021-07-19","LMT",130,"372.02","48362.60","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-07-20","LMT",130,"379.98","49397.40","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-07-21","LMT",130,"380.89","49515.70","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-07-22","LMT",130,"379.93","49390.90","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-07-23","LMT",130,"380.77","49500.10","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-07-24","LMT",130,"380.77","49500.10","0","Lockheed Martin Corporation","Portfolio Joshua"
"2021-07-25","LMT",130,"380.77","49500.10","0","Lockheed Martin Corporation","Portfolio Joshua"
"2021-07-26","LMT",130,"368.05","47846.50","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-07-27","LMT",130,"374.73","48714.90","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-07-28","LMT",130,"372.81","48465.30","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-07-29","LMT",130,"372.60","48438.00","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-07-30","LMT",130,"371.67","48317.10","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-07-31","LMT",130,"371.67","48317.10","0","Lockheed Martin Corporation","Portfolio Joshua"
"2021-08-01","LMT",130,"371.67","48317.10","0","Lockheed Martin Corporation","Portfolio Joshua"
"2021-08-02","LMT",130,"368.30","47879.00","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-08-03","LMT",130,"369.45","48028.50","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-08-04","LMT",130,"361.64","47013.20","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-08-05","LMT",130,"360.78","46901.40","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-08-06","LMT",130,"362.05","47066.50","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-08-07","LMT",130,"362.05","47066.50","0","Lockheed Martin Corporation","Portfolio Joshua"
"2021-08-08","LMT",130,"362.05","47066.50","0","Lockheed Martin Corporation","Portfolio Joshua"
"2021-08-09","LMT",130,"361.04","46935.20","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-08-10","LMT",130,"362.24","47091.20","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-08-11","LMT",130,"363.30","47229.00","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-08-12","LMT",130,"359.75","46767.50","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-08-13","LMT",130,"357.98","46537.40","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-08-14","LMT",130,"357.98","46537.40","0","Lockheed Martin Corporation","Portfolio Joshua"
"2021-08-15","LMT",130,"357.98","46537.40","0","Lockheed Martin Corporation","Portfolio Joshua"
"2021-08-16","LMT",130,"360.25","46832.50","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-08-17","LMT",130,"361.60","47008.00","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-08-18","LMT",130,"356.60","46358.00","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-08-19","LMT",130,"354.03","46023.90","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-08-20","LMT",130,"357.17","46432.10","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-08-21","LMT",130,"357.17","46432.10","0","Lockheed Martin Corporation","Portfolio Joshua"
"2021-08-22","LMT",130,"357.17","46432.10","0","Lockheed Martin Corporation","Portfolio Joshua"
"2021-08-23","LMT",130,"357.35","46455.50","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-08-24","LMT",130,"359.00","46670.00","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-08-25","LMT",130,"358.75","46637.50","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-08-26","LMT",130,"361.62","47010.60","0.00","Lockheed Martin Corporation","Portfolio Joshua"
"2021-08-27","LMT",130,"361.99","47058.70","0.00","Lockheed Martin Corporation","Portfolio Joshua"
